"municipio","data","taxa_desemprego","fonte","taxa_informalidade","desemprego_informalidade"
"Salvador (BA)","2009-07",11.3142857142857,"PME",,
"São Luís (MA)","2009-07",,,,
"São Paulo (SP)","2009-07",8.83983180428135,"PME",,
"Aracaju (SE)","2009-08",,,,
"Belo Horizonte (MG)","2009-08",7.50893921334923,"PME",,
"Belém (PA)","2009-08",,,,
"Brasília (DF)","2009-08",,,,
"Campo Grande (MS)","2009-08",,,,
"Curitiba (PR)","2009-08",,,,
"Fortaleza (CE)","2009-08",,,,
"Goiânia (GO)","2009-08",,,,
"Grande Vitória (ES)","2009-08",,,,
"Porto Alegre (RS)","2009-08",5.43759709994821,"PME",,
"Recife (PE)","2009-08",10.862409479921,"PME",,
"Rio Branco (AC)","2009-08",,,,
"Rio de Janeiro (RJ)","2009-08",5.60043080236941,"PME",,
"Salvador (BA)","2009-08",11.4173228346457,"PME",,
"São Luís (MA)","2009-08",,,,
"São Paulo (SP)","2009-08",9.00532521871434,"PME",,
"Aracaju (SE)","2009-09",,,,
"Belo Horizonte (MG)","2009-09",6.34224172317511,"PME",,
"Belém (PA)","2009-09",,,,
"Brasília (DF)","2009-09",,,,
"Campo Grande (MS)","2009-09",,,,
"Curitiba (PR)","2009-09",,,,
"Fortaleza (CE)","2009-09",,,,
"Goiânia (GO)","2009-09",,,,
"Grande Vitória (ES)","2009-09",,,,
"Porto Alegre (RS)","2009-09",5.37190082644628,"PME",,
"Recife (PE)","2009-09",10.4290429042904,"PME",,
"Rio Branco (AC)","2009-09",,,,
"Rio de Janeiro (RJ)","2009-09",5.49747656813266,"PME",,
"Salvador (BA)","2009-09",10.8707709373267,"PME",,
"São Luís (MA)","2009-09",,,,
"São Paulo (SP)","2009-09",8.65348041080259,"PME",,
"Aracaju (SE)","2009-10",,,,
"Belo Horizonte (MG)","2009-10",6.09418282548476,"PME",,
"Belém (PA)","2009-10",,,,
"Brasília (DF)","2009-10",,,,
"Campo Grande (MS)","2009-10",,,,
"Curitiba (PR)","2009-10",,,,
"Fortaleza (CE)","2009-10",,,,
"Goiânia (GO)","2009-10",,,,
"Grande Vitória (ES)","2009-10",,,,
"Porto Alegre (RS)","2009-10",5.07172131147541,"PME",,
"Recife (PE)","2009-10",9.48051948051948,"PME",,
"Rio Branco (AC)","2009-10",,,,
"Rio de Janeiro (RJ)","2009-10",5.57862430041524,"PME",,
"Salvador (BA)","2009-10",10.4062326099054,"PME",,
"São Luís (MA)","2009-10",,,,
"São Paulo (SP)","2009-10",8.5527580242168,"PME",,
"Aracaju (SE)","2009-11",,,,
"Belo Horizonte (MG)","2009-11",5.84028605482718,"PME",,
"Belém (PA)","2009-11",,,,
"Brasília (DF)","2009-11",,,,
"Campo Grande (MS)","2009-11",,,,
"Curitiba (PR)","2009-11",,,,
"Fortaleza (CE)","2009-11",,,,
"Goiânia (GO)","2009-11",,,,
"Grande Vitória (ES)","2009-11",,,,
"Porto Alegre (RS)","2009-11",5.22808815991799,"PME",,
"Recife (PE)","2009-11",9.57928802588997,"PME",,
"Rio Branco (AC)","2009-11",,,,
"Rio de Janeiro (RJ)","2009-11",5.52289328344914,"PME",,
"Salvador (BA)","2009-11",11.0926234054354,"PME",,
"São Luís (MA)","2009-11",,,,
"São Paulo (SP)","2009-11",8.06544754571704,"PME",,
"Aracaju (SE)","2009-12",,,,
"Belo Horizonte (MG)","2009-12",5.00394011032309,"PME",,
"Belém (PA)","2009-12",,,,
"Brasília (DF)","2009-12",,,,
"Campo Grande (MS)","2009-12",,,,
"Curitiba (PR)","2009-12",,,,
"Fortaleza (CE)","2009-12",,,,
"Goiânia (GO)","2009-12",,,,
"Grande Vitória (ES)","2009-12",,,,
"Porto Alegre (RS)","2009-12",4.27835051546392,"PME",,
"Recife (PE)","2009-12",8.35972134262191,"PME",,
"Rio Branco (AC)","2009-12",,,,
"Rio de Janeiro (RJ)","2009-12",5.41163946061036,"PME",,
"Salvador (BA)","2009-12",10.6904231625835,"PME",,
"São Luís (MA)","2009-12",,,,
"São Paulo (SP)","2009-12",7.44507339537561,"PME",,
"Aracaju (SE)","2010-01",,,,
"Belo Horizonte (MG)","2010-01",6.02553870710295,"PME",,
"Belém (PA)","2010-01",,,,
"Brasília (DF)","2010-01",,,,
"Campo Grande (MS)","2010-01",,,,
"Curitiba (PR)","2010-01",,,,
"Fortaleza (CE)","2010-01",,,,
"Goiânia (GO)","2010-01",,,,
"Grande Vitória (ES)","2010-01",,,,
"Porto Alegre (RS)","2010-01",4.24750917671736,"PME",,
"Recife (PE)","2010-01",8.54533594259622,"PME",,
"Rio Branco (AC)","2010-01",,,,
"Rio de Janeiro (RJ)","2010-01",5.42540073982737,"PME",,
"Salvador (BA)","2010-01",11.891592920354,"PME",,
"São Luís (MA)","2010-01",,,,
"São Paulo (SP)","2010-01",8.01387015989212,"PME",,
"Aracaju (SE)","2010-02",,,,
"Belo Horizonte (MG)","2010-02",6.45808263136783,"PME",,
"Belém (PA)","2010-02",,,,
"Brasília (DF)","2010-02",,,,
"Campo Grande (MS)","2010-02",,,,
"Curitiba (PR)","2010-02",,,,
"Fortaleza (CE)","2010-02",,,,
"Goiânia (GO)","2010-02",,,,
"Grande Vitória (ES)","2010-02",,,,
"Porto Alegre (RS)","2010-02",5.05208333333333,"PME",,
"Recife (PE)","2010-02",8.79541108986616,"PME",,
"Rio Branco (AC)","2010-02",,,,
"Rio de Janeiro (RJ)","2010-02",5.60405027932961,"PME",,
"Salvador (BA)","2010-02",11.0240626748741,"PME",,
"São Luís (MA)","2010-02",,,,
"São Paulo (SP)","2010-02",8.06374196025727,"PME",,
"Aracaju (SE)","2010-03",,,,
"Belo Horizonte (MG)","2010-03",6.23774029030993,"PME",,
"Belém (PA)","2010-03",,,,
"Brasília (DF)","2010-03",,,,
"Campo Grande (MS)","2010-03",,,,
"Curitiba (PR)","2010-03",,,,
"Fortaleza (CE)","2010-03",,,,
"Goiânia (GO)","2010-03",,,,
"Grande Vitória (ES)","2010-03",,,,
"Porto Alegre (RS)","2010-03",5.95238095238095,"PME",,
"Recife (PE)","2010-03",8.09614168247944,"PME",,
"Rio Branco (AC)","2010-03",,,,
"Rio de Janeiro (RJ)","2010-03",6.37254901960784,"PME",,
"Salvador (BA)","2010-03",11.2707182320442,"PME",,
"São Luís (MA)","2010-03",,,,
"São Paulo (SP)","2010-03",8.0913259457394,"PME",,
"Aracaju (SE)","2010-04",,,,
"Belo Horizonte (MG)","2010-04",5.71992110453649,"PME",,
"Belém (PA)","2010-04",,,,
"Brasília (DF)","2010-04",,,,
"Campo Grande (MS)","2010-04",,,,
"Curitiba (PR)","2010-04",,,,
"Fortaleza (CE)","2010-04",,,,
"Goiânia (GO)","2010-04",,,,
"Grande Vitória (ES)","2010-04",,,,
"Porto Alegre (RS)","2010-04",5.46875,"PME",,
"Recife (PE)","2010-04",9.07407407407407,"PME",,
"Rio Branco (AC)","2010-04",,,,
"Rio de Janeiro (RJ)","2010-04",5.90222222222222,"PME",,
"Salvador (BA)","2010-04",11.213935764834,"PME",,
"São Luís (MA)","2010-04",,,,
"São Paulo (SP)","2010-04",7.63743579988587,"PME",,
"Aracaju (SE)","2010-05",,,,
"Belo Horizonte (MG)","2010-05",5.75651497471801,"PME",,
"Belém (PA)","2010-05",,,,
"Brasília (DF)","2010-05",,,,
"Campo Grande (MS)","2010-05",,,,
"Curitiba (PR)","2010-05",,,,
"Fortaleza (CE)","2010-05",,,,
"Goiânia (GO)","2010-05",,,,
"Grande Vitória (ES)","2010-05",,,,
"Porto Alegre (RS)","2010-05",5.02330398757121,"PME",,
"Recife (PE)","2010-05",9.70695970695971,"PME",,
"Rio Branco (AC)","2010-05",,,,
"Rio de Janeiro (RJ)","2010-05",6.23898484314417,"PME",,
"Salvador (BA)","2010-05",11.9588744588745,"PME",,
"São Luís (MA)","2010-05",,,,
"São Paulo (SP)","2010-05",7.73480662983425,"PME",,
"Aracaju (SE)","2010-06",,,,
"Belo Horizonte (MG)","2010-06",5.13322884012539,"PME",,
"Belém (PA)","2010-06",,,,
"Brasília (DF)","2010-06",,,,
"Campo Grande (MS)","2010-06",,,,
"Curitiba (PR)","2010-06",,,,
"Fortaleza (CE)","2010-06",,,,
"Goiânia (GO)","2010-06",,,,
"Grande Vitória (ES)","2010-06",,,,
"Porto Alegre (RS)","2010-06",4.74716202270382,"PME",,
"Recife (PE)","2010-06",8.65265760197775,"PME",,
"Rio Branco (AC)","2010-06",,,,
"Rio de Janeiro (RJ)","2010-06",5.74366247119305,"PME",,
"Salvador (BA)","2010-06",11.8256130790191,"PME",,
"São Luís (MA)","2010-06",,,,
"São Paulo (SP)","2010-06",7.3522390909959,"PME",,
"Aracaju (SE)","2010-07",,,,
"Belo Horizonte (MG)","2010-07",5.15021459227468,"PME",,
"Belém (PA)","2010-07",,,,
"Brasília (DF)","2010-07",,,,
"Campo Grande (MS)","2010-07",,,,
"Curitiba (PR)","2010-07",,,,
"Fortaleza (CE)","2010-07",,,,
"Goiânia (GO)","2010-07",,,,
"Grande Vitória (ES)","2010-07",,,,
"Porto Alegre (RS)","2010-07",4.83460559796438,"PME",,
"Recife (PE)","2010-07",9.9812850904554,"PME",,
"Rio Branco (AC)","2010-07",,,,
"Rio de Janeiro (RJ)","2010-07",5.3767244428723,"PME",,
"Salvador (BA)","2010-07",12.2626153011394,"PME",,
"São Luís (MA)","2010-07",,,,
"São Paulo (SP)","2010-07",7.09347476086751,"PME",,
"Aracaju (SE)","2010-08",,,,
"Belo Horizonte (MG)","2010-08",5.21034349671941,"PME",,
"Belém (PA)","2010-08",,,,
"Brasília (DF)","2010-08",,,,
"Campo Grande (MS)","2010-08",,,,
"Curitiba (PR)","2010-08",,,,
"Fortaleza (CE)","2010-08",,,,
"Goiânia (GO)","2010-08",,,,
"Grande Vitória (ES)","2010-08",,,,
"Porto Alegre (RS)","2010-08",4.61226558540294,"PME",,
"Recife (PE)","2010-08",9.00621118012422,"PME",,
"Rio Branco (AC)","2010-08",,,,
"Rio de Janeiro (RJ)","2010-08",5.68181818181818,"PME",,
"Salvador (BA)","2010-08",11.7102396514161,"PME",,
"São Luís (MA)","2010-08",,,,
"São Paulo (SP)","2010-08",6.81279058734225,"PME",,
"Aracaju (SE)","2010-09",,,,
"Belo Horizonte (MG)","2010-09",4.8374613003096,"PME",,
"Belém (PA)","2010-09",,,,
"Brasília (DF)","2010-09",,,,
"Campo Grande (MS)","2010-09",,,,
"Curitiba (PR)","2010-09",,,,
"Fortaleza (CE)","2010-09",,,,
"Goiânia (GO)","2010-09",,,,
"Grande Vitória (ES)","2010-09",,,,
"Porto Alegre (RS)","2010-09",4.12474849094567,"PME",,
"Recife (PE)","2010-09",8.81477069684336,"PME",,
"Rio Branco (AC)","2010-09",,,,
"Rio de Janeiro (RJ)","2010-09",5.28262017960909,"PME",,
"Salvador (BA)","2010-09",10.3353490929082,"PME",,
"São Luís (MA)","2010-09",,,,
"São Paulo (SP)","2010-09",6.28371344752531,"PME",,
"Aracaju (SE)","2010-10",,,,
"Belo Horizonte (MG)","2010-10",5.27328714395689,"PME",,
"Belém (PA)","2010-10",,,,
"Brasília (DF)","2010-10",,,,
"Campo Grande (MS)","2010-10",,,,
"Curitiba (PR)","2010-10",,,,
"Fortaleza (CE)","2010-10",,,,
"Goiânia (GO)","2010-10",,,,
"Grande Vitória (ES)","2010-10",,,,
"Porto Alegre (RS)","2010-10",3.6779324055666,"PME",,
"Recife (PE)","2010-10",8.00722456351595,"PME",,
"Rio Branco (AC)","2010-10",,,,
"Rio de Janeiro (RJ)","2010-10",5.65803476410075,"PME",,
"Salvador (BA)","2010-10",9.9671412924425,"PME",,
"São Luís (MA)","2010-10",,,,
"São Paulo (SP)","2010-10",5.87237251390329,"PME",,
"Aracaju (SE)","2010-11",,,,
"Belo Horizonte (MG)","2010-11",5.21034349671941,"PME",,
"Belém (PA)","2010-11",,,,
"Brasília (DF)","2010-11",,,,
"Campo Grande (MS)","2010-11",,,,
"Curitiba (PR)","2010-11",,,,
"Fortaleza (CE)","2010-11",,,,
"Goiânia (GO)","2010-11",,,,
"Grande Vitória (ES)","2010-11",,,,
"Porto Alegre (RS)","2010-11",3.72023809523809,"PME",,
"Recife (PE)","2010-11",8.35838845460012,"PME",,
"Rio Branco (AC)","2010-11",,,,
"Rio de Janeiro (RJ)","2010-11",4.93131384290243,"PME",,
"Salvador (BA)","2010-11",9.39044481054366,"PME",,
"São Luís (MA)","2010-11",,,,
"São Paulo (SP)","2010-11",5.54079696394687,"PME",,
"Aracaju (SE)","2010-12",,,,
"Belo Horizonte (MG)","2010-12",4.23794712286159,"PME",,
"Belém (PA)","2010-12",,,,
"Brasília (DF)","2010-12",,,,
"Campo Grande (MS)","2010-12",,,,
"Curitiba (PR)","2010-12",,,,
"Fortaleza (CE)","2010-12",,,,
"Goiânia (GO)","2010-12",,,,
"Grande Vitória (ES)","2010-12",,,,
"Porto Alegre (RS)","2010-12",2.98656047784968,"PME",,
"Recife (PE)","2010-12",6.97674418604651,"PME",,
"Rio Branco (AC)","2010-12",,,,
"Rio de Janeiro (RJ)","2010-12",4.89044697633655,"PME",,
"Salvador (BA)","2010-12",8.40152755046372,"PME",,
"São Luís (MA)","2010-12",,,,
"São Paulo (SP)","2010-12",5.3243166015811,"PME",,
"Aracaju (SE)","2011-01",,,,
"Belo Horizonte (MG)","2011-01",5.31914893617021,"PME",,
"Belém (PA)","2011-01",,,,
"Brasília (DF)","2011-01",,,,
"Campo Grande (MS)","2011-01",,,,
"Curitiba (PR)","2011-01",,,,
"Fortaleza (CE)","2011-01",,,,
"Goiânia (GO)","2011-01",,,,
"Grande Vitória (ES)","2011-01",,,,
"Porto Alegre (RS)","2011-01",4.1645760160562,"PME",,
"Recife (PE)","2011-01",7.18372536554355,"PME",,
"Rio Branco (AC)","2011-01",,,,
"Rio de Janeiro (RJ)","2011-01",5.13404590853338,"PME",,
"Salvador (BA)","2011-01",10.6126914660832,"PME",,
"São Luís (MA)","2011-01",,,,
"São Paulo (SP)","2011-01",6.03266090297791,"PME",,
"Aracaju (SE)","2011-02",,,,
"Belo Horizonte (MG)","2011-02",6.2524121960633,"PME",,
"Belém (PA)","2011-02",,,,
"Brasília (DF)","2011-02",,,,
"Campo Grande (MS)","2011-02",,,,
"Curitiba (PR)","2011-02",,,,
"Fortaleza (CE)","2011-02",,,,
"Goiânia (GO)","2011-02",,,,
"Grande Vitória (ES)","2011-02",,,,
"Porto Alegre (RS)","2011-02",4.40060698027314,"PME",,
"Recife (PE)","2011-02",7.7455919395466,"PME",,
"Rio Branco (AC)","2011-02",,,,
"Rio de Janeiro (RJ)","2011-02",4.89838457529963,"PME",,
"Salvador (BA)","2011-02",10.2436323366556,"PME",,
"São Luís (MA)","2011-02",,,,
"São Paulo (SP)","2011-02",6.58119658119658,"PME",,
"Aracaju (SE)","2011-03",,,,
"Belo Horizonte (MG)","2011-03",5.30185758513932,"PME",,
"Belém (PA)","2011-03",,,,
"Brasília (DF)","2011-03",,,,
"Campo Grande (MS)","2011-03",,,,
"Curitiba (PR)","2011-03",,,,
"Fortaleza (CE)","2011-03",,,,
"Goiânia (GO)","2011-03",,,,
"Grande Vitória (ES)","2011-03",,,,
"Porto Alegre (RS)","2011-03",4.93273542600897,"PME",,
"Recife (PE)","2011-03",7.57763975155279,"PME",,
"Rio Branco (AC)","2011-03",,,,
"Rio de Janeiro (RJ)","2011-03",4.9260226283725,"PME",,
"Salvador (BA)","2011-03",10.4820627802691,"PME",,
"São Luís (MA)","2011-03",,,,
"São Paulo (SP)","2011-03",6.91469372416385,"PME",,
"Aracaju (SE)","2011-04",,,,
"Belo Horizonte (MG)","2011-04",5.31996915959907,"PME",,
"Belém (PA)","2011-04",,,,
"Brasília (DF)","2011-04",,,,
"Campo Grande (MS)","2011-04",,,,
"Curitiba (PR)","2011-04",,,,
"Fortaleza (CE)","2011-04",,,,
"Goiânia (GO)","2011-04",,,,
"Grande Vitória (ES)","2011-04",,,,
"Porto Alegre (RS)","2011-04",4.61538461538462,"PME",,
"Recife (PE)","2011-04",7.56558877364246,"PME",,
"Rio Branco (AC)","2011-04",,,,
"Rio de Janeiro (RJ)","2011-04",4.81057268722467,"PME",,
"Salvador (BA)","2011-04",10.1505856107083,"PME",,
"São Luís (MA)","2011-04",,,,
"São Paulo (SP)","2011-04",7.04462531574516,"PME",,
"Aracaju (SE)","2011-05",,,,
"Belo Horizonte (MG)","2011-05",4.6875,"PME",,
"Belém (PA)","2011-05",,,,
"Brasília (DF)","2011-05",,,,
"Campo Grande (MS)","2011-05",,,,
"Curitiba (PR)","2011-05",,,,
"Fortaleza (CE)","2011-05",,,,
"Goiânia (GO)","2011-05",,,,
"Grande Vitória (ES)","2011-05",,,,
"Porto Alegre (RS)","2011-05",5.06889763779528,"PME",,
"Recife (PE)","2011-05",6.84019370460048,"PME",,
"Rio Branco (AC)","2011-05",,,,
"Rio de Janeiro (RJ)","2011-05",5.32359081419624,"PME",,
"Salvador (BA)","2011-05",10.464465584779,"PME",,
"São Luís (MA)","2011-05",,,,
"São Paulo (SP)","2011-05",6.71354899203001,"PME",,
"Aracaju (SE)","2011-06",,,,
"Belo Horizonte (MG)","2011-06",4.61655856543304,"PME",,
"Belém (PA)","2011-06",,,,
"Brasília (DF)","2011-06",,,,
"Campo Grande (MS)","2011-06",,,,
"Curitiba (PR)","2011-06",,,,
"Fortaleza (CE)","2011-06",,,,
"Goiânia (GO)","2011-06",,,,
"Grande Vitória (ES)","2011-06",,,,
"Porto Alegre (RS)","2011-06",4.74777448071217,"PME",,
"Recife (PE)","2011-06",6.06246172688304,"PME",,
"Rio Branco (AC)","2011-06",,,,
"Rio de Janeiro (RJ)","2011-06",5.30396475770925,"PME",,
"Salvador (BA)","2011-06",10.2436323366556,"PME",,
"São Luís (MA)","2011-06",,,,
"São Paulo (SP)","2011-06",6.59660317162428,"PME",,
"Aracaju (SE)","2011-07",,,,
"Belo Horizonte (MG)","2011-07",4.64054773678205,"PME",,
"Belém (PA)","2011-07",,,,
"Brasília (DF)","2011-07",,,,
"Campo Grande (MS)","2011-07",,,,
"Curitiba (PR)","2011-07",,,,
"Fortaleza (CE)","2011-07",,,,
"Goiânia (GO)","2011-07",,,,
"Grande Vitória (ES)","2011-07",,,,
"Porto Alegre (RS)","2011-07",4.68127490039841,"PME",,
"Recife (PE)","2011-07",6.34533251982916,"PME",,
"Rio Branco (AC)","2011-07",,,,
"Rio de Janeiro (RJ)","2011-07",4.96478873239437,"PME",,
"Salvador (BA)","2011-07",9.6969696969697,"PME",,
"São Luís (MA)","2011-07",,,,
"São Paulo (SP)","2011-07",6.45131173559892,"PME",,
"Aracaju (SE)","2011-08",,,,
"Belo Horizonte (MG)","2011-08",4.75285171102662,"PME",,
"Belém (PA)","2011-08",,,,
"Brasília (DF)","2011-08",,,,
"Campo Grande (MS)","2011-08",,,,
"Curitiba (PR)","2011-08",,,,
"Fortaleza (CE)","2011-08",,,,
"Goiânia (GO)","2011-08",,,,
"Grande Vitória (ES)","2011-08",,,,
"Porto Alegre (RS)","2011-08",5.1358024691358,"PME",,
"Recife (PE)","2011-08",6.59340659340659,"PME",,
"Rio Branco (AC)","2011-08",,,,
"Rio de Janeiro (RJ)","2011-08",5.05675954592363,"PME",,
"Salvador (BA)","2011-08",8.80398671096346,"PME",,
"São Luís (MA)","2011-08",,,,
"São Paulo (SP)","2011-08",6.30016800448012,"PME",,
"Aracaju (SE)","2011-09",,,,
"Belo Horizonte (MG)","2011-09",4.96965098634294,"PME",,
"Belém (PA)","2011-09",,,,
"Brasília (DF)","2011-09",,,,
"Campo Grande (MS)","2011-09",,,,
"Curitiba (PR)","2011-09",,,,
"Fortaleza (CE)","2011-09",,,,
"Goiânia (GO)","2011-09",,,,
"Grande Vitória (ES)","2011-09",,,,
"Porto Alegre (RS)","2011-09",4.79485912011864,"PME",,
"Recife (PE)","2011-09",6.37376237623762,"PME",,
"Rio Branco (AC)","2011-09",,,,
"Rio de Janeiro (RJ)","2011-09",5.71965169882192,"PME",,
"Salvador (BA)","2011-09",8.89621087314662,"PME",,
"São Luís (MA)","2011-09",,,,
"São Paulo (SP)","2011-09",6.06230180936392,"PME",,
"Aracaju (SE)","2011-10",,,,
"Belo Horizonte (MG)","2011-10",4.43255636224685,"PME",,
"Belém (PA)","2011-10",,,,
"Brasília (DF)","2011-10",,,,
"Campo Grande (MS)","2011-10",,,,
"Curitiba (PR)","2011-10",,,,
"Fortaleza (CE)","2011-10",,,,
"Goiânia (GO)","2011-10",,,,
"Grande Vitória (ES)","2011-10",,,,
"Porto Alegre (RS)","2011-10",4.33482810164425,"PME",,
"Recife (PE)","2011-10",5.95533498759305,"PME",,
"Rio Branco (AC)","2011-10",,,,
"Rio de Janeiro (RJ)","2011-10",5.71331981068289,"PME",,
"Salvador (BA)","2011-10",9.39745715865119,"PME",,
"São Luís (MA)","2011-10",,,,
"São Paulo (SP)","2011-10",5.63353921018155,"PME",,
"Aracaju (SE)","2011-11",,,,
"Belo Horizonte (MG)","2011-11",4.1952707856598,"PME",,
"Belém (PA)","2011-11",,,,
"Brasília (DF)","2011-11",,,,
"Campo Grande (MS)","2011-11",,,,
"Curitiba (PR)","2011-11",,,,
"Fortaleza (CE)","2011-11",,,,
"Goiânia (GO)","2011-11",,,,
"Grande Vitória (ES)","2011-11",,,,
"Porto Alegre (RS)","2011-11",3.5485460818137,"PME",,
"Recife (PE)","2011-11",5.52795031055901,"PME",,
"Rio Branco (AC)","2011-11",,,,
"Rio de Janeiro (RJ)","2011-11",5.48267743020518,"PME",,
"Salvador (BA)","2011-11",8.34260289210233,"PME",,
"São Luís (MA)","2011-11",,,,
"São Paulo (SP)","2011-11",4.95728100647827,"PME",,
"Aracaju (SE)","2011-12",,,,
"Belo Horizonte (MG)","2011-12",3.73795761078998,"PME",,
"Belém (PA)","2011-12",,,,
"Brasília (DF)","2011-12",,,,
"Campo Grande (MS)","2011-12",,,,
"Curitiba (PR)","2011-12",,,,
"Fortaleza (CE)","2011-12",,,,
"Goiânia (GO)","2011-12",,,,
"Grande Vitória (ES)","2011-12",,,,
"Porto Alegre (RS)","2011-12",3.11264822134387,"PME",,
"Recife (PE)","2011-12",4.65401102265769,"PME",,
"Rio Branco (AC)","2011-12",,,,
"Rio de Janeiro (RJ)","2011-12",4.90481907048534,"PME",,
"Salvador (BA)","2011-12",7.64474423833614,"PME",,
"São Luís (MA)","2011-12",,,,
"São Paulo (SP)","2011-12",4.6966546966547,"PME",,
"Aracaju (SE)","2012-01",10.8,"PNAD",,
"Belo Horizonte (MG)","2012-01",6.9,"PNAD",,
"Belém (PA)","2012-01",10.5,"PNAD",,
"Brasília (DF)","2012-01",8.8,"PNAD",,
"Campo Grande (MS)","2012-01",8.6,"PNAD",,
"Curitiba (PR)","2012-01",5.1,"PNAD",,
"Fortaleza (CE)","2012-01",7.7,"PNAD",,
"Goiânia (GO)","2012-01",5.1,"PNAD",,
"Grande Vitória (ES)","2012-01",9.4,"PNAD",,
"Porto Alegre (RS)","2012-01",5.5,"PNAD",,
"Recife (PE)","2012-01",10.2,"PNAD",,
"Rio Branco (AC)","2012-01",10.4,"PNAD",,
"Rio de Janeiro (RJ)","2012-01",8.1,"PNAD",,
"Salvador (BA)","2012-01",10.1,"PNAD",,
"São Luís (MA)","2012-01",13.2,"PNAD",,
"São Paulo (SP)","2012-01",7.4,"PNAD",,
"Aracaju (SE)","2012-02",12.2,"PNAD",,
"Belo Horizonte (MG)","2012-02",6.6,"PNAD",,
"Belém (PA)","2012-02",12.7,"PNAD",,
"Brasília (DF)","2012-02",8.5,"PNAD",,
"Campo Grande (MS)","2012-02",7.9,"PNAD",,
"Curitiba (PR)","2012-02",5.2,"PNAD",,
"Fortaleza (CE)","2012-02",8.3,"PNAD",,
"Goiânia (GO)","2012-02",4.7,"PNAD",,
"Grande Vitória (ES)","2012-02",9,"PNAD",,
"Porto Alegre (RS)","2012-02",4.9,"PNAD",,
"Recife (PE)","2012-02",9.1,"PNAD",,
"Rio Branco (AC)","2012-02",10.6,"PNAD",,
"Rio de Janeiro (RJ)","2012-02",7,"PNAD",,
"Salvador (BA)","2012-02",10.4,"PNAD",,
"São Luís (MA)","2012-02",15.4,"PNAD",,
"São Paulo (SP)","2012-02",6.6,"PNAD",,
"Aracaju (SE)","2012-03",11,"PNAD",,
"Belo Horizonte (MG)","2012-03",6.8,"PNAD",,
"Belém (PA)","2012-03",12,"PNAD",,
"Brasília (DF)","2012-03",8.7,"PNAD",,
"Campo Grande (MS)","2012-03",5.4,"PNAD",,
"Curitiba (PR)","2012-03",4.8,"PNAD",,
"Fortaleza (CE)","2012-03",9.4,"PNAD",,
"Goiânia (GO)","2012-03",4.5,"PNAD",,
"Grande Vitória (ES)","2012-03",8.8,"PNAD",,
"Porto Alegre (RS)","2012-03",4.9,"PNAD",,
"Recife (PE)","2012-03",10,"PNAD",,
"Rio Branco (AC)","2012-03",9.8,"PNAD",,
"Rio de Janeiro (RJ)","2012-03",6.7,"PNAD",,
"Salvador (BA)","2012-03",9.6,"PNAD",,
"São Luís (MA)","2012-03",14.3,"PNAD",,
"São Paulo (SP)","2012-03",6.3,"PNAD",,
"Aracaju (SE)","2012-04",11.1,"PNAD",,
"Belo Horizonte (MG)","2012-04",6.1,"PNAD",,
"Belém (PA)","2012-04",10.7,"PNAD",,
"Brasília (DF)","2012-04",8.9,"PNAD",,
"Campo Grande (MS)","2012-04",5.4,"PNAD",,
"Curitiba (PR)","2012-04",3.7,"PNAD",,
"Fortaleza (CE)","2012-04",8.1,"PNAD",,
"Goiânia (GO)","2012-04",4.2,"PNAD",,
"Grande Vitória (ES)","2012-04",8.4,"PNAD",,
"Porto Alegre (RS)","2012-04",3.7,"PNAD",,
"Recife (PE)","2012-04",10.1,"PNAD",,
"Rio Branco (AC)","2012-04",9.9,"PNAD",,
"Rio de Janeiro (RJ)","2012-04",6.5,"PNAD",,
"Salvador (BA)","2012-04",9.5,"PNAD",,
"São Luís (MA)","2012-04",12.4,"PNAD",,
"São Paulo (SP)","2012-04",6.1,"PNAD",,
"Aracaju (SE)","2012-05",11.3558465378929,"PNAD",,
"Belo Horizonte (MG)","2012-05",5.85478486706575,"PNAD",,
"Belém (PA)","2012-05",10.304631337098,"PNAD",,
"Brasília (DF)","2012-05",9.05720398439204,"PNAD",,
"Campo Grande (MS)","2012-05",5.30165415283197,"PNAD",,
"Curitiba (PR)","2012-05",3.3721488088025,"PNAD",,
"Fortaleza (CE)","2012-05",7.83498617950255,"PNAD",,
"Goiânia (GO)","2012-05",4.13203307724001,"PNAD",,
"Grande Vitória (ES)","2012-05",8.26093099052374,"PNAD",,
"Porto Alegre (RS)","2012-05",3.47790120452728,"PNAD",,
"Recife (PE)","2012-05",10.2718183797732,"PNAD",,
"Rio Branco (AC)","2012-05",10.2411646445796,"PNAD",,
"Rio de Janeiro (RJ)","2012-05",6.5,"PNAD",,
"Salvador (BA)","2012-05",9.75987327500545,"PNAD",,
"São Luís (MA)","2012-05",11.7747540195342,"PNAD",,
"São Paulo (SP)","2012-05",6.0753644749279,"PNAD",,
"Aracaju (SE)","2012-06",11.7789089210635,"PNAD",,
"Belo Horizonte (MG)","2012-06",5.75166631199438,"PNAD",,
"Belém (PA)","2012-06",10.23433100111,"PNAD",,
"Brasília (DF)","2012-06",9.243115218652,"PNAD",,
"Campo Grande (MS)","2012-06",5.03861686958629,"PNAD",,
"Curitiba (PR)","2012-06",3.30333553757786,"PNAD",,
"Fortaleza (CE)","2012-06",7.61775891012508,"PNAD",,
"Goiânia (GO)","2012-06",4.15871233073362,"PNAD",,
"Grande Vitória (ES)","2012-06",8.14787230742832,"PNAD",,
