"municipio","data","taxa_desemprego","fonte","taxa_informalidade","desemprego_informalidade"
"Belém (PA)","2023-01",12.2,"PNAD",45.4,57.6
"Brasília (DF)","2023-01",12,"PNAD",30.3,42.3
"Campo Grande (MS)","2023-01",3.5,"PNAD",30.7,34.2
"Curitiba (PR)","2023-01",5.5,"PNAD",26.5,32
"Fortaleza (CE)","2023-01",8.5,"PNAD",45.6,54.1
"Goiânia (GO)","2023-01",5.6,"PNAD",32.7,38.3
"Grande Vitória (ES)","2023-01",8.4,"PNAD",31.9,40.3
"Porto Alegre (RS)","2023-01",7,"PNAD",29.1,36.1
"Recife (PE)","2023-01",15,"PNAD",42,57
"Rio Branco (AC)","2023-01",12.1,"PNAD",35.7,47.8
"Rio de Janeiro (RJ)","2023-01",9.1,"PNAD",31,40.1
"Salvador (BA)","2023-01",16.7,"PNAD",38.9,55.6
"São Luís (MA)","2023-01",12,"PNAD",45.5,57.5
"São Paulo (SP)","2023-01",8.1,"PNAD",32.7,40.8
"Aracaju (SE)","2023-02",12.4,"PNAD",38.4,50.8
"Belo Horizonte (MG)","2023-02",7.4,"PNAD",29.5,36.9
"Belém (PA)","2023-02",11.4,"PNAD",46.6,58
"Brasília (DF)","2023-02",8.8,"PNAD",31.2,40
"Campo Grande (MS)","2023-02",3,"PNAD",32.7,35.7
"Curitiba (PR)","2023-02",5.3,"PNAD",25.8,31.1
"Fortaleza (CE)","2023-02",8,"PNAD",44.9,52.9
"Goiânia (GO)","2023-02",5.1,"PNAD",31.8,36.9
"Grande Vitória (ES)","2023-02",7.5,"PNAD",30.8,38.3
"Porto Alegre (RS)","2023-02",6.8,"PNAD",29.8,36.6
"Recife (PE)","2023-02",16.4,"PNAD",40.3,56.7
"Rio Branco (AC)","2023-02",11.7,"PNAD",37.2,48.9
"Rio de Janeiro (RJ)","2023-02",9.6,"PNAD",32.8,42.4
"Salvador (BA)","2023-02",16.1,"PNAD",38.2,54.3
"São Luís (MA)","2023-02",12.2,"PNAD",46.1,58.3
"São Paulo (SP)","2023-02",9.1,"PNAD",32.9,42
"Aracaju (SE)","2023-03",10.4,"PNAD",38.9,49.3
"Belo Horizonte (MG)","2023-03",8.2,"PNAD",28.7,36.9
"Belém (PA)","2023-03",12,"PNAD",45.7,57.7
"Brasília (DF)","2023-03",8.9,"PNAD",30.6,39.5
"Campo Grande (MS)","2023-03",3.1,"PNAD",31.9,35
"Curitiba (PR)","2023-03",5.1,"PNAD",26.7,31.8
"Fortaleza (CE)","2023-03",10.6,"PNAD",44.7,55.3
"Goiânia (GO)","2023-03",5.1,"PNAD",31.9,37
"Grande Vitória (ES)","2023-03",6.2,"PNAD",32.5,38.7
"Porto Alegre (RS)","2023-03",6.7,"PNAD",30.8,37.5
"Recife (PE)","2023-03",14.1,"PNAD",39,53.1
"Rio Branco (AC)","2023-03",7.2,"PNAD",35.4,42.6
"Rio de Janeiro (RJ)","2023-03",9.4,"PNAD",33.5,42.9
"Salvador (BA)","2023-03",15.2,"PNAD",37.7,52.9
"São Luís (MA)","2023-03",9,"PNAD",46.3,55.3
"São Paulo (SP)","2023-03",7.6,"PNAD",32.7,40.3
"Aracaju (SE)","2023-04",13.3,"PNAD",39.6,52.9
"Belo Horizonte (MG)","2023-04",6.7,"PNAD",31,37.7
"Belém (PA)","2023-04",11.1,"PNAD",44.7,55.8
"Brasília (DF)","2023-04",9.7,"PNAD",30.4,40.1
"Campo Grande (MS)","2023-04",2.7,"PNAD",31.9,34.6
"Curitiba (PR)","2023-04",5.4,"PNAD",28.7,34.1
"Fortaleza (CE)","2023-04",9.2,"PNAD",43.8,53
"Goiânia (GO)","2023-04",5.1,"PNAD",30.4,35.5
"Grande Vitória (ES)","2023-04",6.4,"PNAD",30.8,37.2
"Porto Alegre (RS)","2023-04",4.9,"PNAD",31.1,36
"Recife (PE)","2023-04",11.9,"PNAD",43,54.9
"Rio Branco (AC)","2023-04",7.5,"PNAD",36.7,44.2
"Rio de Janeiro (RJ)","2023-04",8.6,"PNAD",33.8,42.4
"Salvador (BA)","2023-04",14.2,"PNAD",38.7,52.9
"São Luís (MA)","2023-04",9,"PNAD",46.5,55.5
"São Paulo (SP)","2023-04",6.9,"PNAD",31.9,38.8
"Aracaju (SE)","2024-01",11.8,"PNAD",36.9,48.7
"Belo Horizonte (MG)","2024-01",7.2,"PNAD",28.5,35.7
"Belém (PA)","2024-01",11.6,"PNAD",43,54.6
"Brasília (DF)","2024-01",9.6,"PNAD",30.7,40.3
"Campo Grande (MS)","2024-01",4.4,"PNAD",31.1,35.5
"Curitiba (PR)","2024-01",5.9,"PNAD",27.3,33.2
"Fortaleza (CE)","2024-01",8.4,"PNAD",43.2,51.6
"Goiânia (GO)","2024-01",5.2,"PNAD",28.3,33.5
"Grande Vitória (ES)","2024-01",6.8,"PNAD",31,37.8
"Porto Alegre (RS)","2024-01",6.1,"PNAD",30.1,36.2
"Recife (PE)","2024-01",11.1,"PNAD",41.5,52.6
"Rio Branco (AC)","2024-01",10.6,"PNAD",35.1,45.7
"Rio de Janeiro (RJ)","2024-01",9,"PNAD",34.6,43.6
"Salvador (BA)","2024-01",16.2,"PNAD",37.9,54.1
"São Luís (MA)","2024-01",10.8,"PNAD",43.4,54.2
"São Paulo (SP)","2024-01",7.6,"PNAD",33,40.6
"Aracaju (SE)","2024-02",8.9,"PNAD",35,43.9
"Belo Horizonte (MG)","2024-02",6.1,"PNAD",29.1,35.2
"Belém (PA)","2024-02",10,"PNAD",44.1,54.1
"Brasília (DF)","2024-02",9.7,"PNAD",29.8,39.5
"Campo Grande (MS)","2024-02",4,"PNAD",29.3,33.3
"Curitiba (PR)","2024-02",4.9,"PNAD",27.9,32.8
"Fortaleza (CE)","2024-02",8.5,"PNAD",42.4,50.9
"Goiânia (GO)","2024-02",5.1,"PNAD",29.1,34.2
"Grande Vitória (ES)","2024-02",5.1,"PNAD",31.9,37
"Porto Alegre (RS)","2024-02",7.1,"PNAD",30.5,37.6
"Recife (PE)","2024-02",11,"PNAD",40.4,51.4
"Rio Branco (AC)","2024-02",9,"PNAD",36.6,45.6
"Rio de Janeiro (RJ)","2024-02",8.6,"PNAD",34.4,43
"Salvador (BA)","2024-02",15.1,"PNAD",33.9,49
"São Luís (MA)","2024-02",8.4,"PNAD",42,50.4
"São Paulo (SP)","2024-02",6.9,"PNAD",33.1,40
"Aracaju (SE)","2024-03",8.6,"PNAD",36.8,45.4
"Belo Horizonte (MG)","2024-03",6.3,"PNAD",26.3,32.6
"Belém (PA)","2024-03",9,"PNAD",45.3,54.3
"Brasília (DF)","2024-03",8.9,"PNAD",30.3,39.2
"Campo Grande (MS)","2024-03",2.8,"PNAD",31,33.8
"Curitiba (PR)","2024-03",5.8,"PNAD",27.7,33.5
"Fortaleza (CE)","2024-03",7.9,"PNAD",43.8,51.7
"Goiânia (GO)","2024-03",4.1,"PNAD",31,35.1
"Grande Vitória (ES)","2024-03",4.5,"PNAD",31.4,35.9
"Porto Alegre (RS)","2024-03",5.6,"PNAD",31,36.6
"Recife (PE)","2024-03",10.6,"PNAD",39.7,50.3
"Rio Branco (AC)","2024-03",8.5,"PNAD",37.9,46.4
"Rio de Janeiro (RJ)","2024-03",7.6,"PNAD",33.7,41.3
"Salvador (BA)","2024-03",11.1,"PNAD",40.8,51.9
"São Luís (MA)","2024-03",10,"PNAD",41.7,51.7
"São Paulo (SP)","2024-03",5.8,"PNAD",32,37.8
"Aracaju (SE)","2024-04",10.4,"PNAD",35.2,45.6
"Belo Horizonte (MG)","2024-04",4.6,"PNAD",28.2,32.8
"Belém (PA)","2024-04",9.3,"PNAD",44.8,54.1
"Brasília (DF)","2024-04",9.1,"PNAD",29.1,38.2
"Campo Grande (MS)","2024-04",3.7,"PNAD",30.4,34.1
"Curitiba (PR)","2024-04",4.3,"PNAD",27.8,32.1
"Fortaleza (CE)","2024-04",7.2,"PNAD",42.9,50.1
"Goiânia (GO)","2024-04",4.1,"PNAD",29.2,33.3
"Grande Vitória (ES)","2024-04",3.8,"PNAD",31.1,34.9
"Porto Alegre (RS)","2024-04",5.9,"PNAD",29.7,35.6
"Recife (PE)","2024-04",10.8,"PNAD",37.8,48.6
"Rio Branco (AC)","2024-04",8.6,"PNAD",38.4,47
"Rio de Janeiro (RJ)","2024-04",7,"PNAD",34.1,41.1
"Salvador (BA)","2024-04",9.8,"PNAD",39.7,49.5
"São Luís (MA)","2024-04",8.9,"PNAD",40.8,49.7
"São Paulo (SP)","2024-04",6.1,"PNAD",31.4,37.5
"Aracaju (SE)","2025-01",9,"PNAD",34.3,43.3
"Belo Horizonte (MG)","2025-01",6.1,"PNAD",26.4,32.5
"Belém (PA)","2025-01",9.5,"PNAD",45,54.5
"Brasília (DF)","2025-01",9.2,"PNAD",28.3,37.5
"Campo Grande (MS)","2025-01",4.1,"PNAD",26.9,31
"Curitiba (PR)","2025-01",5,"PNAD",26.2,31.2
"Fortaleza (CE)","2025-01",8.8,"PNAD",41,49.8
"Goiânia (GO)","2025-01",3.9,"PNAD",29.1,33
"Grande Vitória (ES)","2025-01",4,"PNAD",28.7,32.7
"Porto Alegre (RS)","2025-01",8.1,"PNAD",27.9,36
"Recife (PE)","2025-01",9.9,"PNAD",37.5,47.4
"Rio Branco (AC)","2025-01",8.1,"PNAD",35.4,43.5
"Rio de Janeiro (RJ)","2025-01",8.2,"PNAD",33.4,41.6
"Salvador (BA)","2025-01",9.3,"PNAD",37.8,47.1
"São Luís (MA)","2025-01",8,"PNAD",43.8,51.8
"São Paulo (SP)","2025-01",5.8,"PNAD",29.6,35.4
"Aracaju (SE)","2025-02",6.8,"PNAD",35.8,42.6
"Belo Horizonte (MG)","2025-02",5.2,"PNAD",28.2,33.4
"Belém (PA)","2025-02",8,"PNAD",44.8,52.8
"Brasília (DF)","2025-02",8.7,"PNAD",28.4,37.1
"Campo Grande (MS)","2025-02",4.3,"PNAD",27.3,31.6
"Curitiba (PR)","2025-02",4,"PNAD",27.7,31.7
"Fortaleza (CE)","2025-02",7.1,"PNAD",41.1,48.2
"Goiânia (GO)","2025-02",3.3,"PNAD",29.3,32.6
"Grande Vitória (ES)","2025-02",3.7,"PNAD",29.4,33.1
"Porto Alegre (RS)","2025-02",6,"PNAD",28.7,34.7
"Recife (PE)","2025-02",8.4,"PNAD",38.3,46.7
"Rio Branco (AC)","2025-02",7.7,"PNAD",37,44.7
"Rio de Janeiro (RJ)","2025-02",7.5,"PNAD",33,40.5
"Salvador (BA)","2025-02",8.5,"PNAD",37.1,45.6
"São Luís (MA)","2025-02",8.9,"PNAD",41.8,50.7
"São Paulo (SP)","2025-02",5.4,"PNAD",30.5,35.9
"Aracaju (SE)","2025-03",6,"PNAD",32.6,38.6
"Belo Horizonte (MG)","2025-03",6.1,"PNAD",28.8,34.9
"Belém (PA)","2025-03",8.9,"PNAD",43.3,52.2
"Brasília (DF)","2025-03",8,"PNAD",26.9,34.9
"Campo Grande (MS)","2025-03",3.4,"PNAD",27.3,30.7
"Curitiba (PR)","2025-03",4.3,"PNAD",28.3,32.6
"Fortaleza (CE)","2025-03",7.6,"PNAD",41.2,48.8
"Goiânia (GO)","2025-03",2.8,"PNAD",31.7,34.5
"Grande Vitória (ES)","2025-03",2.7,"PNAD",31.2,33.9
"Porto Alegre (RS)","2025-03",5.2,"PNAD",27.6,32.8
"Recife (PE)","2025-03",7.9,"PNAD",37.6,45.5
"Rio Branco (AC)","2025-03",6.1,"PNAD",36.4,42.5
"Rio de Janeiro (RJ)","2025-03",7,"PNAD",33.7,40.7
"Salvador (BA)","2025-03",8.5,"PNAD",37.9,46.4
"São Luís (MA)","2025-03",7.8,"PNAD",43.9,51.7
"São Paulo (SP)","2025-03",5.2,"PNAD",30.3,35.5
"Aracaju (SE)","2025-04",8.4,"PNAD",33.5,41.9
"Belo Horizonte (MG)","2025-04",4.8,"PNAD",28.7,33.5
"Belém (PA)","2025-04",8.3,"PNAD",44.2,52.5
"Brasília (DF)","2025-04",6.8,"PNAD",27.1,33.9
"Campo Grande (MS)","2025-04",3.1,"PNAD",29.1,32.2
"Curitiba (PR)","2025-04",3.7,"PNAD",26,29.7
"Fortaleza (CE)","2025-04",5.9,"PNAD",41.6,47.5
"Goiânia (GO)","2025-04",3.1,"PNAD",31.8,34.9
"Grande Vitória (ES)","2025-04",2.9,"PNAD",29,31.9
"Porto Alegre (RS)","2025-04",4.7,"PNAD",25.9,30.6
"Recife (PE)","2025-04",7.8,"PNAD",37.8,45.6
"Rio Branco (AC)","2025-04",6,"PNAD",35.5,41.5
"Rio de Janeiro (RJ)","2025-04",6.1,"PNAD",34.6,40.7
"Salvador (BA)","2025-04",8.2,"PNAD",39.2,47.4
"São Luís (MA)","2025-04",7.4,"PNAD",45.2,52.6
"São Paulo (SP)","2025-04",5,"PNAD",30.4,35.4
"Aracaju (SE)","2026-01",7.9,"PNAD",32.4,40.3
"Belo Horizonte (MG)","2026-01",5,"PNAD",28.9,33.9
"Belém (PA)","2026-01",8.4,"PNAD",42.6,51
"Brasília (DF)","2026-01",7.1,"PNAD",28.1,35.2
"Campo Grande (MS)","2026-01",4.1,"PNAD",29.1,33.2
"Curitiba (PR)","2026-01",3.9,"PNAD",27.1,31
"Fortaleza (CE)","2026-01",8,"PNAD",39.1,47.1
"Goiânia (GO)","2026-01",4.3,"PNAD",31.6,35.9
"Grande Vitória (ES)","2026-01",3.7,"PNAD",30.3,34
"Porto Alegre (RS)","2026-01",4.5,"PNAD",26.4,30.9
"Recife (PE)","2026-01",8.8,"PNAD",38.8,47.6
"Rio Branco (AC)","2026-01",6.3,"PNAD",33.6,39.9
"Rio de Janeiro (RJ)","2026-01",5.8,"PNAD",34.5,40.3
"Salvador (BA)","2026-01",10.2,"PNAD",37.3,47.5
"São Luís (MA)","2026-01",9.6,"PNAD",43.3,52.9
"São Paulo (SP)","2026-01",6.2,"PNAD",31.9,38.1
